"stop_code";"reg";"Nazwa.przystanku";"hour";"nap_sum"
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"09";1628
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"10";1551
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"11";NA
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"12";1897
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"13";1999
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"14";2463
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"15";NA
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"16";2499
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"17";NA
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"18";2002
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"19";1825
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"20";1317
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"21";1253
20261;49;"PODWALE (KOMUNY PARYSKIEJ - DWORCOWA)";"22";742
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"06";367
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"07";684
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"08";639
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"09";375
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"11";558
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"12";558
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"13";830
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"14";1272
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"15";1227
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"16";1166
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"17";992
20261;49;"PUŁASKIEGO/KOMUNY PARYSKIEJ";"18";128
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"05";56
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"06";111
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"07";152
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"08";157
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"09";146
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"10";199
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"11";151
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"12";156
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"13";88
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"14";151
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"15";129
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"16";147
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"17";136
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"18";82
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"19";49
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"20";57
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"21";55
20261;49;"PUŁASKIEGO WIADUKT KOLEJOWY";"22";14
24717;33;"WOJNÓW";"05";6
24717;33;"WOJNÓW";"06";31
24717;33;"WOJNÓW";"07";20
24717;33;"WOJNÓW";"08";29
24717;33;"WOJNÓW";"09";26
24717;33;"WOJNÓW";"10";22
24717;33;"WOJNÓW";"11";31
24717;33;"WOJNÓW";"12";28
24717;33;"WOJNÓW";"13";47
24717;33;"WOJNÓW";"14";36
24717;33;"WOJNÓW";"15";NA
24717;33;"WOJNÓW";"16";60
24717;33;"WOJNÓW";"17";NA
24717;33;"WOJNÓW";"18";60
24717;33;"WOJNÓW";"19";46
24717;33;"WOJNÓW";"20";40
24717;33;"WOJNÓW";"21";27
24717;33;"WOJNÓW";"22";24
24717;33;"WOJNÓW";"23";9
10524;20;"DŁUGA";"06";668
10524;20;"DŁUGA";"07";806
10524;20;"DŁUGA";"08";530
10524;20;"DŁUGA";"09";211
10524;20;"DŁUGA";"11";641
10524;20;"DŁUGA";"12";846
10524;20;"DŁUGA";"13";1030
10524;20;"DŁUGA";"14";1911
10524;20;"DŁUGA";"15";1875
10524;20;"DŁUGA";"16";1603
10524;20;"DŁUGA";"17";1166
10524;20;"DŁUGA";"18";326
11233;66;"WIŚNIOWA/ŚLĘŻNA";"05";62
11233;66;"WIŚNIOWA/ŚLĘŻNA";"06";540
11233;66;"WIŚNIOWA/ŚLĘŻNA";"07";809
11233;66;"WIŚNIOWA/ŚLĘŻNA";"08";736
11233;66;"WIŚNIOWA/ŚLĘŻNA";"09";617
11233;66;"WIŚNIOWA/ŚLĘŻNA";"10";724
11233;66;"WIŚNIOWA/ŚLĘŻNA";"11";761
11233;66;"WIŚNIOWA/ŚLĘŻNA";"12";725
11233;66;"WIŚNIOWA/ŚLĘŻNA";"13";649
11233;66;"WIŚNIOWA/ŚLĘŻNA";"14";927
11233;66;"WIŚNIOWA/ŚLĘŻNA";"15";1099
11233;66;"WIŚNIOWA/ŚLĘŻNA";"16";901
11233;66;"WIŚNIOWA/ŚLĘŻNA";"17";768
11233;66;"WIŚNIOWA/ŚLĘŻNA";"18";590
11233;66;"WIŚNIOWA/ŚLĘŻNA";"19";486
11233;66;"WIŚNIOWA/ŚLĘŻNA";"20";367
11233;66;"WIŚNIOWA/ŚLĘŻNA";"21";285
11233;66;"WIŚNIOWA/ŚLĘŻNA";"22";214
11233;66;"WIŚNIOWA/ŚLĘŻNA";"23";7
12601;26;"KOLISTA (PILCZYCKA)";"05";538
12601;26;"KOLISTA (PILCZYCKA)";"06";NA
12601;26;"KOLISTA (PILCZYCKA)";"07";3239
12601;26;"KOLISTA (PILCZYCKA)";"08";NA
12601;26;"KOLISTA (PILCZYCKA)";"09";3176
12601;26;"KOLISTA (PILCZYCKA)";"10";NA
12601;26;"KOLISTA (PILCZYCKA)";"11";NA
12601;26;"KOLISTA (PILCZYCKA)";"12";2985
12601;26;"KOLISTA (PILCZYCKA)";"13";2855
12601;26;"KOLISTA (PILCZYCKA)";"14";NA
12601;26;"KOLISTA (PILCZYCKA)";"15";NA
12601;26;"KOLISTA (PILCZYCKA)";"16";3268
12601;26;"KOLISTA (PILCZYCKA)";"17";2726
12601;26;"KOLISTA (PILCZYCKA)";"18";2382
12601;26;"KOLISTA (PILCZYCKA)";"19";2246
12601;26;"KOLISTA (PILCZYCKA)";"20";2042
12601;26;"KOLISTA (PILCZYCKA)";"21";1579
12601;26;"KOLISTA (PILCZYCKA)";"22";1056
12601;26;"KOLISTA (PILCZYCKA)";"23";6
17733;57;"GAŁOWSKA (SAMOTWÓR)";"06";14
17733;57;"GAŁOWSKA (SAMOTWÓR)";"07";12
17733;57;"GAŁOWSKA (SAMOTWÓR)";"09";12
17733;57;"GAŁOWSKA (SAMOTWÓR)";"12";32
17733;57;"GAŁOWSKA (SAMOTWÓR)";"14";52
17733;57;"GAŁOWSKA (SAMOTWÓR)";"15";9
17733;57;"GAŁOWSKA (SAMOTWÓR)";"16";46
17733;57;"GAŁOWSKA (SAMOTWÓR)";"17";16
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"06";587
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"07";1048
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"08";934
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"09";477
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"10";56
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"11";955
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"12";1098
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"13";1404
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"14";2100
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"15";2035
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"16";1830
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"17";1712
10401;20;"JANA PAWŁA II (MOST SIKORSKIEGO)";"18";361
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"06";1313
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"07";2332
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"08";2536
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"09";1048
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"10";159
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"11";3133
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"12";NA
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"13";NA
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"14";NA
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"15";NA
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"16";5190
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"17";NA
10401;20;"JANA PAWŁA (PODWALE - AKADEMIA MUZYCZNA";"18";674
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"05";1751
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"06";5359
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"07";9622
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"08";8049
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"09";7426
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"10";7206
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"11";7427
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"12";NA
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"13";8942
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"14";NA
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"15";11191
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"16";11044
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"17";9638
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"18";9334
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"19";7055
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"20";5608
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"21";4968
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"22";2830
10401;20;"PLAC JANA PAWŁA II (LEGNICKA)";"23";14
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"05";NA
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"06";NA
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"07";3656
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"08";3699
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"09";3551
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"10";3462
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"11";4292
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"12";4710
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"13";5054
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"14";5760
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"15";5912
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"16";5824
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"17";5558
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"18";4650
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"19";NA
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"20";3249
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"21";2543
20817;29;"MOST ZWIERZYNIECKI - KLINIKI";"22";1791
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"05";1029
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"06";2388
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"07";3400
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"08";2616
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"09";2149
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"10";2300
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"11";2773
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"12";2910
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"13";4257
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"14";4453
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"15";3406
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"16";4788
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"17";3875
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"18";3404
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"19";NA
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"20";1743
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"21";1845
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"22";1227
24107;54;"C.H. KORONA (KRZYWOUSTEGO WIADUKT)";"23";72
11612;62;"GRABISZYŃSKA CMENTARZ";"05";231
11612;62;"GRABISZYŃSKA CMENTARZ";"06";616
11612;62;"GRABISZYŃSKA CMENTARZ";"07";855
11612;62;"GRABISZYŃSKA CMENTARZ";"08";1106
11612;62;"GRABISZYŃSKA CMENTARZ";"09";1286
11612;62;"GRABISZYŃSKA CMENTARZ";"10";1314
11612;62;"GRABISZYŃSKA CMENTARZ";"11";1552
11612;62;"GRABISZYŃSKA CMENTARZ";"12";1625
11612;62;"GRABISZYŃSKA CMENTARZ";"13";1697
11612;62;"GRABISZYŃSKA CMENTARZ";"14";1475
11612;62;"GRABISZYŃSKA CMENTARZ";"15";1600
11612;62;"GRABISZYŃSKA CMENTARZ";"16";1636
11612;62;"GRABISZYŃSKA CMENTARZ";"17";1311
11612;62;"GRABISZYŃSKA CMENTARZ";"18";1026
11612;62;"GRABISZYŃSKA CMENTARZ";"19";741
11612;62;"GRABISZYŃSKA CMENTARZ";"20";519
11612;62;"GRABISZYŃSKA CMENTARZ";"21";396
11612;62;"GRABISZYŃSKA CMENTARZ";"22";357
11612;62;"GRABISZYŃSKA CMENTARZ";"23";10
20201;49;"PLAC WRÓBLEWSKIEGO";"05";373
20201;49;"PLAC WRÓBLEWSKIEGO";"06";1230
20201;49;"PLAC WRÓBLEWSKIEGO";"07";2203
20201;49;"PLAC WRÓBLEWSKIEGO";"08";1790
20201;49;"PLAC WRÓBLEWSKIEGO";"09";1592
20201;49;"PLAC WRÓBLEWSKIEGO";"10";1490
20201;49;"PLAC WRÓBLEWSKIEGO";"11";1509
20201;49;"PLAC WRÓBLEWSKIEGO";"12";1759
20201;49;"PLAC WRÓBLEWSKIEGO";"13";1985
20201;49;"PLAC WRÓBLEWSKIEGO";"14";2368
20201;49;"PLAC WRÓBLEWSKIEGO";"15";1804
20201;49;"PLAC WRÓBLEWSKIEGO";"16";1939
20201;49;"PLAC WRÓBLEWSKIEGO";"17";1641
20201;49;"PLAC WRÓBLEWSKIEGO";"18";1880
20201;49;"PLAC WRÓBLEWSKIEGO";"19";1610
20201;49;"PLAC WRÓBLEWSKIEGO";"20";1387
20201;49;"PLAC WRÓBLEWSKIEGO";"21";1098
20201;49;"PLAC WRÓBLEWSKIEGO";"22";800
20201;49;"PLAC WRÓBLEWSKIEGO";"23";4
24209;32;"9 MAJA";"05";226
24209;32;"9 MAJA";"06";559
24209;32;"9 MAJA";"07";1030
24209;32;"9 MAJA";"08";888
24209;32;"9 MAJA";"09";1084
24209;32;"9 MAJA";"10";995
24209;32;"9 MAJA";"11";1116
24209;32;"9 MAJA";"12";1214
24209;32;"9 MAJA";"13";1170
24209;32;"9 MAJA";"14";1464
24209;32;"9 MAJA";"15";1397
24209;32;"9 MAJA";"16";1430
24209;32;"9 MAJA";"17";1326
24209;32;"9 MAJA";"18";1078
24209;32;"9 MAJA";"19";916
24209;32;"9 MAJA";"20";784
24209;32;"9 MAJA";"21";750
24209;32;"9 MAJA";"22";534
24209;32;"9 MAJA";"23";4
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"05";293
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"06";1040
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"07";1456
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"08";1270
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"09";1538
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"10";1413
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"11";1500
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"12";1475
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"13";1613
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"14";1652
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"15";1582
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"16";1294
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"17";1218
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"18";1075
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"19";815
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"20";851
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"21";455
11209;73;"HALLERA/POWSTAŃCÓW ŚLĄSKICH";"22";246
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"05";869
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"06";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"07";4720
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"08";4866
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"09";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"10";4431
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"11";4774
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"12";4879
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"13";5512
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"14";5826
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"15";5645
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"16";6135
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"17";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"18";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"19";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"20";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"21";NA
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"22";1730
11209;73;"POWSTAŃCÓW ŚLĄSKICH/HALLERA";"23";26
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"05";56
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"06";77
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"07";56
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"08";26
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"09";63
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"10";36
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"11";64
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"12";66
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"13";32
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"14";104
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"15";34
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"16";97
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"17";43
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"18";59
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"19";47
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"20";8
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"21";25
18725;15;"KRZELOWSKA (WILKSZYŃSKA)";"22";17
23529;16;"WIDAWA";"05";51
23529;16;"WIDAWA";"06";115
23529;16;"WIDAWA";"07";175
23529;16;"WIDAWA";"08";144
23529;16;"WIDAWA";"09";91
23529;16;"WIDAWA";"10";87
23529;16;"WIDAWA";"11";93
23529;16;"WIDAWA";"12";132
23529;16;"WIDAWA";"13";87
23529;16;"WIDAWA";"14";118
23529;16;"WIDAWA";"15";168
23529;16;"WIDAWA";"16";143
23529;16;"WIDAWA";"17";133
23529;16;"WIDAWA";"18";132
23529;16;"WIDAWA";"19";87
23529;16;"WIDAWA";"20";82
23529;16;"WIDAWA";"21";40
23529;16;"WIDAWA";"22";47
16720;74;"POŁABIAN (CZEKOLADOWA)";"06";73
16720;74;"POŁABIAN (CZEKOLADOWA)";"07";67
16720;74;"POŁABIAN (CZEKOLADOWA)";"08";83
16720;74;"POŁABIAN (CZEKOLADOWA)";"09";132
16720;74;"POŁABIAN (CZEKOLADOWA)";"10";93
16720;74;"POŁABIAN (CZEKOLADOWA)";"11";170
16720;74;"POŁABIAN (CZEKOLADOWA)";"12";191
16720;74;"POŁABIAN (CZEKOLADOWA)";"13";276
16720;74;"POŁABIAN (CZEKOLADOWA)";"14";319
16720;74;"POŁABIAN (CZEKOLADOWA)";"15";361
16720;74;"POŁABIAN (CZEKOLADOWA)";"16";341
16720;74;"POŁABIAN (CZEKOLADOWA)";"17";284
16720;74;"POŁABIAN (CZEKOLADOWA)";"18";151
26105;76;"LAMOWICE";"05";81
26105;76;"LAMOWICE";"06";326
26105;76;"LAMOWICE";"07";416
26105;76;"LAMOWICE";"08";297
26105;76;"LAMOWICE";"09";163
26105;76;"LAMOWICE";"10";181
26105;76;"LAMOWICE";"11";168
26105;76;"LAMOWICE";"12";199
26105;76;"LAMOWICE";"13";306
26105;76;"LAMOWICE";"14";283
26105;76;"LAMOWICE";"15";364
26105;76;"LAMOWICE";"16";351
26105;76;"LAMOWICE";"17";162
26105;76;"LAMOWICE";"18";149
26105;76;"LAMOWICE";"19";137
26105;76;"LAMOWICE";"20";123
26105;76;"LAMOWICE";"21";47
26105;76;"LAMOWICE";"22";38
26105;76;"LAMOWICE";"23";2
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"05";189
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"06";NA
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"07";NA
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"08";NA
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"09";2036
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"10";2068
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"11";2505
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"12";2214
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"13";3035
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"14";3006
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"15";3166
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"16";3045
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"17";2932
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"18";2591
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"19";2358
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"20";1710
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"21";1314
24408;40;"TRAMWAJOWA (OLSZEWSKIEGO)";"22";609
23133;47;"POLA (KASPROWICZA)";"06";505
23133;47;"POLA (KASPROWICZA)";"07";830
23133;47;"POLA (KASPROWICZA)";"08";595
23133;47;"POLA (KASPROWICZA)";"09";326
23133;47;"POLA (KASPROWICZA)";"10";3
23133;47;"POLA (KASPROWICZA)";"11";NA
23133;47;"POLA (KASPROWICZA)";"12";658
23133;47;"POLA (KASPROWICZA)";"13";NA
23133;47;"POLA (KASPROWICZA)";"14";NA
23133;47;"POLA (KASPROWICZA)";"15";1399
23133;47;"POLA (KASPROWICZA)";"16";NA
23133;47;"POLA (KASPROWICZA)";"17";NA
23133;47;"POLA (KASPROWICZA)";"18";154
10413;20;"ŚRUBOWA";"06";1476
10413;20;"ŚRUBOWA";"07";2177
10413;20;"ŚRUBOWA";"08";1682
10413;20;"ŚRUBOWA";"09";556
10413;20;"ŚRUBOWA";"11";1333
10413;20;"ŚRUBOWA";"12";1522
10413;20;"ŚRUBOWA";"13";2200
10413;20;"ŚRUBOWA";"14";2913
10413;20;"ŚRUBOWA";"15";3189
10413;20;"ŚRUBOWA";"16";2913
10413;20;"ŚRUBOWA";"17";2478
10413;20;"ŚRUBOWA";"18";261
20669;19;"WYSZYŃSKIEGO";"06";NA
20669;19;"WYSZYŃSKIEGO";"07";NA
20669;19;"WYSZYŃSKIEGO";"08";NA
20669;19;"WYSZYŃSKIEGO";"09";361
20669;19;"WYSZYŃSKIEGO";"11";895
20669;19;"WYSZYŃSKIEGO";"12";1051
20669;19;"WYSZYŃSKIEGO";"13";1638
20669;19;"WYSZYŃSKIEGO";"14";1954
20669;19;"WYSZYŃSKIEGO";"15";1932
20669;19;"WYSZYŃSKIEGO";"16";2000
20669;19;"WYSZYŃSKIEGO";"17";1809
20669;19;"WYSZYŃSKIEGO";"18";236
12205;34;"KWISKA (LEGNICKA)";"05";1294
12205;34;"KWISKA (LEGNICKA)";"06";4035
12205;34;"KWISKA (LEGNICKA)";"07";5391
12205;34;"KWISKA (LEGNICKA)";"08";5350
12205;34;"KWISKA (LEGNICKA)";"09";5602
12205;34;"KWISKA (LEGNICKA)";"10";5416
12205;34;"KWISKA (LEGNICKA)";"11";6405
12205;34;"KWISKA (LEGNICKA)";"12";6956
12205;34;"KWISKA (LEGNICKA)";"13";7132
12205;34;"KWISKA (LEGNICKA)";"14";7602
12205;34;"KWISKA (LEGNICKA)";"15";8051
12205;34;"KWISKA (LEGNICKA)";"16";NA
12205;34;"KWISKA (LEGNICKA)";"17";6782
12205;34;"KWISKA (LEGNICKA)";"18";6387
12205;34;"KWISKA (LEGNICKA)";"19";NA
12205;34;"KWISKA (LEGNICKA)";"20";NA
12205;34;"KWISKA (LEGNICKA)";"21";4070
12205;34;"KWISKA (LEGNICKA)";"22";2841
12205;34;"KWISKA (LEGNICKA)";"23";73
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"05";99
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"06";473
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"07";936
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"08";638
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"09";565
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"10";744
23717;47;"PL.DANIŁOWSKIEGO (PRZYBYSZEWSKIEGO)";"11";915
